regionName,statename,StateCodeFIPs,JulyValue16,JulyValue17,Julyvalue18,Julyvalue19,Julyvalue20,Julyvalue21,JanValue22,Febvalue22,MarValue22,AprValue22,MayValue22,JunValue22,JulyValue22,2020HousingUnits,2021HousingUnits,pop20,pop21,Unemployment_rate_2016,unemployment_rate_2017,unemployment_rate_2018,unemployment_rate_2019,unemployment_rate_2020,unemployment_rate_2021,MedHHIncome2020,MedHHIncomePercent2020
Pima County,AZ,4,177193,188843,203373,215233,232017,290755,317683,322654,329924,336003,341532,346704,348546,471088,474807,1045599,1052030,5,4.6,4.4,4.5,7.5,5,"56,551",87.5
Pinal County,AZ,4,183015,197084,212864,232841,251335,332029,385660,394056,402633,413076,420685,426611,428083,174129,179200,429583,449557,5.6,5.1,5,5,7.3,4.7,"66,992",103.6
Yavapai County,AZ,4,251966,273970,295717,312400,329506,428002,474976,482457,491820,501070,508119,511419,513674,121683,123885,237067,242253,5,4.6,4.4,4.6,7.3,4.1,"58,860",91
Mohave County,AZ,4,179671,192591,209267,230275,248122,317484,357352,359497,362048,368070,374314,379341,382051,118048,119461,214070,217692,6.7,6,5.7,5.8,9.7,5.5,"46,678",72.2
Yuma County,AZ,4,139388,147751,155909,161647,172519,215276,243755,248107,252399,256863,262247,266615,269262,92391,93796,204437,206990,19.1,17.2,16.9,16.8,16.9,12.9,"54,278",84
Coconino County,AZ,4,316808,337170,353896,369186,383438,499566,577017,583629,595910,612826,630614,639178,639707,69411,70056,145116,145052,6.1,5.6,5.5,5.7,9.5,6,"57,146",88.4
Cochise County,AZ,4,135213,141056,146938,158566,169059,194475,217348,222194,226233,230246,233797,236420,238588,58782,59157,125398,126050,6.3,5.6,5.6,5.8,6.8,4.8,"51,171",79.1
Navajo County,AZ,4,183891,192478,206170,222526,236927,309982,354273,361347,369356,376540,381772,386408,389239,56285,56810,106802,108147,8.4,7.7,7.7,7.5,9.9,6.5,"46,698",72.2
Apache County,AZ,4,151501,160884,171037,178950,186256,225486,250826,257156,257871,258963,260709,264587,268490,28749,28866,65897,65623,11.6,10.4,9.9,10,12.5,9.1,"36,319",56.2
Gila County,AZ,4,191352,194951,209359,223150,237599,295186,350529,362100,374615,385783,395048,402021,406923,32392,32590,53306,53589,7.3,6.1,5.8,5.7,7.5,5,"49,280",76.2
Santa Cruz County,AZ,4,137348,145797,153943,161767,171357,206833,232318,238626,239666,240889,242467,245818,249030,18765,18951,47653,47883,10.2,9.6,9.2,8.7,11.2,8.7,"44,402",68.7
Graham County,AZ,4,151216,163655,173925,180161,190602,227763,252975,259512,260420,261025,262218,265021,268234,13744,13933,38614,39050,6.8,5.5,5.1,4.9,6.2,4.1,"55,419",85.7
La Paz County,AZ,4,154184,164879,177385,187897,197444,238017,263601,270631,271945,273603,275555,279168,283200,13478,13685,16580,16408,6.1,5.5,6.2,6,7,5.1,"41,637",64.4
Greenlee County,AZ,4,71941,79428,85047,89188,95968,114519,125850,129016,129049,130760,132851,135865,137778,4390,4405,9522,9404,7.7,5.1,4.1,4,5.2,4,"67,530",104.5
Los Angeles County,CA,6,538644,573969,620719,623922,655169,777119,814969,823298,837794,855357,870495,872160,871661,3597383,3620308,9989165,9829544,5.3,4.8,4.6,4.4,12.3,8.9,"75,624",91.1
San Diego County,CA,6,502117,542351,577235,586615,616451,776488,844239,864353,887333,906549,919704,919171,907871,1230332,1237638,3297252,3286069,4.7,4,3.4,3.3,9.5,6.5,"87,126",105
Orange County,CA,6,664453,695462,736376,734427,757257,906032,998076,1019694,1044125,1067231,1087593,1088899,1080270,1131625,1138966,3184101,3167809,4.1,3.5,3,2.8,9,6,"98,786",119
Riverside County,CA,6,333789,352516,381493,391844,407682,509821,565746,578883,595314,605371,614343,619391,618807,850610,858713,2422764,2458395,6.1,5.3,4.5,4.3,10.2,7.3,"76,409",92.1
San Bernardino County,CA,6,294492,313436,340840,352173,368587,455640,500369,509164,516496,523585,528795,534048,533741,732619,735979,2182740,2194710,5.8,5,4.1,3.9,9.7,7.4,"65,984",79.5
Santa Clara County,CA,6,1001465,1076012,1356742,1201681,1220262,1461056,1560382,1598705,1637818,1673844,1684197,1671134,1625846,688819,693240,1930598,1885508,3.8,3.2,2.7,2.5,7.2,4.7,"139,462",168
Alameda County,CA,6,747289,789727,901356,881059,888815,1114164,1180228,1203031,1231549,1256342,1269386,1264451,1253400,623404,629118,1679844,1648556,4.3,3.7,3.1,3,9,6.1,"113,518",136.8
Sacramento County,CA,6,309199,339771,366754,375553,395916,488705,526693,535679,544320,551720,558942,563960,562801,588703,593279,1586241,1588921,5.4,4.7,3.9,3.8,9.5,7,"72,953",87.9
Contra Costa County,CA,6,593564,630474,681535,677345,679879,857032,911470,921104,938387,954786,963271,955391,943616,423957,426356,1165562,1161413,4.5,3.9,3.2,3.1,9.1,6.4,"106,484",128.3
Fresno County,CA,6,217065,234808,256647,264952,277209,337197,365431,371051,376681,381935,385870,389006,390953,339144,341686,1008966,1013581,9.5,8.6,7.6,7.4,11.7,9.2,"61,401",74
Kern County,CA,6,196478,203050,215925,226279,238758,285243,311922,316480,322525,328273,332725,336408,339654,301568,303888,909997,917673,10.4,9.3,8.1,7.9,12.9,10,"58,583",70.6
Ventura County,CA,6,543177,573807,598977,604771,620685,749816,804946,822505,841091,859081,866672,867073,862768,293460,294681,842921,839784,5.2,4.5,3.9,3.7,8.8,6.2,"90,961",109.6
San Mateo County,CA,6,1169924,1239199,1455725,1404282,1399289,1582321,1686814,1706732,1729343,1746329,1764168,1771192,1753829,284093,285615,762453,737888,3.1,2.7,2.3,2.1,7,4.6,"132,369",159.5
San Joaquin County,CA,6,298460,325897,360313,370679,382850,489328,525268,530248,543495,556060,564982,564855,562926,252090,255171,780517,789410,8.2,7,6.1,6,11.6,8.7,"70,685",85.2
Stanislaus County,CA,6,263985,284841,311465,323393,343721,412537,442100,449747,457646,466408,469482,471469,472100,183275,183898,552710,552999,8.6,7.5,6.5,6.2,11.1,8.4,"64,501",77.7
Sonoma County,CA,6,570270,610344,677116,650321,650130,756199,773018,779387,795797,812605,824009,830410,829322,205037,205903,488345,485887,4,3.4,2.8,2.7,8.1,5.5,"87,366",105.3
Tulare County,CA,6,190953,198949,215816,223146,238990,282828,312735,316314,319802,324714,330609,334673,334142,151022,152700,473736,477054,11.2,10.5,9.8,9.8,13.6,10.7,"62,058",74.8
Santa Barbara County,CA,6,574214,597720,625000,633579,657903,799154,885161,898915,913027,932815,948623,963471,967590,158579,159798,448096,446475,5.1,4.6,4,3.7,8.2,5.8,"86,136",103.8
Monterey County,CA,6,504508,535254,564104,589990,615297,732822,793299,799676,806456,819806,833583,842203,843937,143806,144403,438500,437325,7.7,7.2,6.4,6.4,11.2,8.3,"85,031",102.4
Solano County,CA,6,374725,402126,440342,451328,460945,549894,598962,607250,614379,619304,620396,617533,614440,162494,163356,453274,451716,5.5,4.8,4,3.8,9.8,7.5,"83,678",100.8
Placer County,CA,6,435996,463645,490617,508606,524639,635915,686706,698525,712376,725459,734393,737184,738437,172851,174942,405741,412300,4.5,3.9,3.2,3.2,7.5,5,"100,662",121.3
San Luis Obispo County,CA,6,559071,579094,618922,622342,640343,745337,816627,829001,844443,860979,872235,882308,887048,123914,124740,282231,283159,4.3,3.6,3,2.9,7.9,5.2,"79,455",95.7
Santa Cruz County,CA,6,755950,790908,872907,863632,872799,1091642,1170574,1204340,1249481,1291368,1308379,1305586,1291728,106389,106543,270353,267792,7,5.7,5,5,9.8,6.9,"93,015",112.1
Merced County,CA,6,214749,239907,259867,274615,284398,350156,390877,397579,406131,412608,417962,420846,423167,88020,89320,281726,286461,10.6,9.4,8.5,8.2,12.6,10.4,"58,998",71.1
Marin County,CA,6,1046045,1102330,1162772,1170479,1207952,1419571,1491528,1518712,1560144,1603803,1634429,1655455,1670155,111598,111744,261776,260206,3.3,2.9,2.5,2.4,6.9,4.5,"127,601",153.7
Butte County,CA,6,251122,266490,291912,330421,326289,376559,391862,397078,403241,407728,410548,412570,414164,90306,90314,210083,208309,6.6,5.8,5.1,5.2,9.4,6.9,"54,718",65.9
Yolo County,CA,6,401537,421876,459339,465877,475015,553151,607228,610850,620139,633267,649061,658718,664780,80363,81259,216255,216986,5.9,5.1,4.3,4.2,7.8,5.8,"80,668",97.2
El Dorado County,CA,6,407307,433531,461070,469155,470922,629128,669431,674714,685120,695006,700173,693580,687300,93601,94179,191114,193221,5.2,4.4,3.7,3.6,8.5,5.7,"87,792",105.8
Shasta County,CA,6,231429,247749,258218,275552,280932,342979,362656,366478,369037,374038,377725,380062,380864,79430,79711,181893,182139,7,5.8,5,4.8,9,6.8,"59,108",71.2
Imperial County,CA,6,185754,193863,206027,216422,223170,284915,304158,309596,312675,317059,321062,326356,335625,56702,57106,179489,179851,24.2,19.7,18.9,20.9,22.8,17.3,"47,599",57.3
Kings County,CA,6,193098,209333,217831,227429,243029,282791,308778,313629,318651,324686,330138,334605,338328,46386,46758,152627,153443,10,9,7.9,8,12,9.6,"60,319",72.7
Madera County,CA,6,224544,247742,269303,276708,295690,345035,390178,396453,401315,406110,411114,417457,421326,49647,49982,156620,159410,9.3,8.2,7.1,7,11.2,8.8,"68,744",82.8
Napa County,CA,6,611955,643306,680309,693394,698543,839517,863389,877254,895410,913057,921295,921900,926148,55469,55318,137608,136207,4.3,3.7,3,2.9,9,6,"92,149",111
Humboldt County,CA,6,283847,313919,324508,326034,333693,392841,452028,461643,467003,471389,476221,481866,486490,62166,62446,136351,136310,4.9,4.2,3.6,3.7,8.6,6.2,"56,071",67.6
Nevada County,CA,6,404206,435221,460762,472026,473703,625147,646526,655613,659295,660718,661406,663256,664825,53673,53932,102199,103487,4.8,4.1,3.5,3.4,8.2,5.6,"74,158",89.3
Sutter County,CA,6,245916,276638,301196,314889,330690,399762,433210,438467,441292,444460,446668,451583,452787,34523,34639,99480,99063,9.7,8.8,7.7,7.5,11.4,9,"65,791",79.3
Mendocino County,CA,6,377111,394779,419493,408759,413999,472322,527216,526026,521688,519587,521170,527881,537075,41427,41552,91354,91305,5.3,4.6,4,4,9.2,6.2,"53,176",64.1
Yuba County,CA,6,217873,240007,263442,279134,297648,349685,401375,406984,411442,416984,422728,426518,430600,29560,29978,81932,83421,8.6,7.5,6.5,6.2,10.7,8.5,"56,278",67.8
Lake County,CA,6,201091,224909,246498,239711,251259,307982,336486,338885,342209,344836,347444,350233,352304,34226,34274,68174,68766,6.7,5.8,5.3,5.2,9.8,7.6,"52,345",63.1
Tehama County,CA,6,222317,234093,248237,260616,247656,297352,323494,327750,324998,321238,316240,318274,322052,27352,27429,65615,65498,7.1,6.4,5.8,5.7,9.2,7.2,"61,571",74.2
Tuolumne County,CA,6,0,0,0,0,0,353802,387839,397349,405167,410977,411581,411857,409023,31431,31487,55516,55810,6.2,5.4,4.7,4.6,10.7,7.3,"63,336",76.3
San Benito County,CA,6,537195,562173,592030,618860,636490,769958,851909,857947,862848,863814,867306,865764,860696,20491,20960,64507,66677,6.7,5.8,5.1,5,10,7.2,"91,185",109.9
Calaveras County,CA,6,281365,301190,322008,327402,337776,426976,475307,477575,479745,483071,485479,488627,487966,27437,27522,45327,46221,5.7,4.8,4.1,3.9,7.9,5.7,"66,329",79.9
Siskiyou County,CA,6,196604,204822,213964,216907,217065,251922,275724,279438,281699,283802,285921,283350,287886,22936,22907,43962,44118,8.5,7.3,6.8,6.6,10.1,8.1,"49,441",59.6
Amador County,CA,6,280318,296005,314898,320139,320212,366081,413590,421085,427845,433424,438579,442549,449412,18822,18875,40541,41259,6,5,4.1,3.9,9.5,7,"68,141",82.1
Lassen County,CA,6,164771,169232,173830,174415,176454,206049,222438,225387,226961,228231,229323,231729,234985,12217,12225,32719,33159,7,5.5,4.9,4.7,7.4,5.9,"63,803",76.9
Del Norte County,CA,6,239177,252487,261891,269247,276072,304382,332408,338457,342192,344516,346092,349576,353626,11097,11146,27709,28100,7.5,6.5,5.8,5.9,9.7,7.6,"47,442",57.2
Glenn County,CA,6,216497,228613,242849,250235,255472,298598,328841,333414,336232,338512,341235,345207,351074,10901,10944,28893,28805,8.4,7.5,6.6,6.2,9.1,6.9,"57,779",69.6
Colusa County,CA,6,221345,228081,244913,253682,254330,293880,323753,328445,331492,334647,337209,341268,347355,8108,8136,21853,21917,15.6,14.3,13.3,13,16.5,12.5,"59,422",71.6
Plumas County,CA,6,259748,265525,277352,281685,279534,323801,355757,360571,363443,366062,368656,372984,379153,15403,15437,19769,19915,9.8,8.9,7.6,7.8,11.1,9.5,"58,489",70.5
Inyo County,CA,6,337503,348856,357405,370711,368818,417480,455515,461658,464708,468111,472445,478735,485052,9473,9497,19023,18970,5.3,4.4,3.9,3.6,8,5.9,"55,981",67.4
Mariposa County,CA,6,270536,286752,300020,302394,303048,347646,380841,386587,389768,392744,395348,399775,405125,9772,9826,17124,17147,6.9,5.9,5.4,4.6,11.2,8,"56,887",68.5
Mono County,CA,6,414423,431235,460081,470953,476117,551586,606529,614888,620033,625141,630710,638515,648420,13602,13613,13206,13247,5.4,4.5,4.1,3.8,12.2,6.8,"73,204",88.2
Trinity County,CA,6,261429,276537,285615,280041,279604,319091,349349,353727,356387,359330,361883,365547,369544,8187,8137,16088,16060,7.1,6.2,5.8,5.6,8.3,6.3,"45,113",54.4
Modoc County,CA,6,122653,128427,135658,136763,133686,153696,166085,168018,169448,170875,172561,174676,177184,4754,4760,8658,8661,7.8,8.2,7.6,7.2,8.9,7.1,"46,838",56.4
Sierra County,CA,6,226979,238324,247373,248475,250691,292953,323575,328321,331370,334438,338021,343261,348022,2128,2130,3228,3283,7.6,6.6,6.1,5.4,8.3,6,"59,422",71.6
Alpine County,CA,6,383137,392072,406665,417299,413936,463245,502198,507738,511438,515024,518571,524471,532943,1541,1549,1198,1235,6.5,6.2,4.6,5.2,11.7,8.1,"64,542",77.8
El Paso County,CO,8,246844,269143,293227,309212,338499,426103,465215,471969,477755,485411,492183,496666,495111,288771,295342,731847,737867,3.6,3,3.6,3.1,6.9,5.6,"72,459",93.3
Arapahoe County,CO,8,333505,362184,389475,402643,417764,497485,547793,559120,572203,580916,588746,589169,585703,263272,265888,655112,654900,3,2.6,3,2.5,7.5,5.8,"82,381",106
Jefferson County,CO,8,378997,414092,440428,460075,479406,593500,637799,651188,664677,678738,686285,686565,680688,248883,250910,582928,579581,2.8,2.4,2.8,2.4,6.8,5,"90,097",116
Adams County,CO,8,299561,329826,358277,367109,383149,460341,501910,510641,522674,532641,540755,541923,540157,187232,191383,520163,522140,3.4,2.8,3.2,2.8,7.6,6.2,"73,615",94.8
Larimer County,CO,8,345964,377585,396219,410107,425253,489302,540660,549597,558251,568532,579167,585565,585636,159434,162052,359686,362533,2.7,2.3,2.6,2.2,6,4.7,"80,344",103.4
Boulder County,CO,8,487660,519770,550959,570619,578557,691242,752461,765608,780929,797805,814781,816751,809342,141300,143154,330811,329543,2.6,2.2,2.6,2.2,5.8,4.4,"88,289",113.6
Douglas County,CO,8,452764,474815,507316,518715,534113,653953,722428,745394,760942,775791,777021,777183,769122,136415,140236,360102,368990,2.5,2.2,2.6,2.2,5.4,4.1,"122,290",157.4
Weld County,CO,8,300717,333665,360507,377303,390353,450684,493864,503264,514636,527992,535058,538804,538171,120934,124909,331358,340036,3.3,2.5,2.8,2.4,6.6,5.7,"77,937",100.3
Pueblo County,CO,8,145672,157145,174047,193457,210835,255242,290132,294859,299660,304378,308110,310433,311188,72103,72976,168467,169622,4.6,4,4.5,3.9,7.8,7.9,"50,885",65.5
Mesa County,CO,8,216942,224354,248057,263301,282402,335765,369148,370825,377031,383080,388762,392191,393671,67616,68652,155939,157335,5.1,3.7,3.7,3.2,7.1,5.7,"64,141",82.6
Garfield County,CO,8,343558,372190,406448,414790,427602,516308,573555,580907,585239,594398,605096,618337,626681,24174,24600,61776,62161,3.3,2.7,2.9,2.6,6.5,4.7,"79,958",102.9
Eagle County,CO,8,642697,685141,725150,747436,770741,906468,1068714,1106128,1142568,1179698,1203411,1230208,1258585,33121,33539,55665,55727,2.6,2.2,2.5,2.1,9,4.4,"94,309",121.4
La Plata County,CO,8,395712,411087,423779,441713,430542,524701,601942,613931,628413,643049,657158,668748,677644,28276,28545,55642,56250,2.7,2.3,2.7,2.4,6.6,5.2,"66,080",85.1
Fremont County,CO,8,0,0,0,226389,244978,278802,314774,313439,316205,321209,324173,329083,330873,20281,20432,48981,49661,4.9,4,4.8,4.3,7.4,6.9,"52,414",67.5
Montrose County,CO,8,249111,260811,274708,285784,291593,335071,379198,386924,391951,394778,398172,402658,406751,19016,19350,42798,43168,4,3,3.4,2.9,6.3,5,"59,764",76.9
Delta County,CO,8,234864,243438,253799,261165,266209,309550,333229,337128,337809,338557,340903,347117,353469,14800,14866,31232,31661,4.7,3.6,3.7,3.2,6.3,5.3,"53,553",68.9
Morgan County,CO,8,173962,190606,208200,223023,231957,269261,293243,297116,298600,300112,302553,307537,312765,11530,11654,29065,29008,3.3,2.3,2.7,2.5,5.1,4.9,"63,297",81.5
Summit County,CO,8,482218,535655,616127,662956,665420,836187,973310,996132,1023948,1050539,1077243,1090087,1083122,31437,31831,30971,30941,2,1.7,2,1.7,9.3,4,"91,079",117.2
Montezuma County,CO,8,239198,247113,258162,266901,269418,309485,332686,336714,337351,337908,339687,345468,351404,12305,12345,25858,26175,4.7,3.7,4.4,4,6.9,5.6,"54,053",69.6
Routt County,CO,8,507760,521484,553220,578091,583408,748214,893251,893938,903905,911064,933115,942395,960562,16573,16826,24839,25091,2.5,2.2,2.5,2.1,7.5,4.2,"82,330",106
Teller County,CO,8,269110,286570,312384,328948,337760,395419,430721,436086,436882,438387,441407,449725,458192,13346,13494,24726,24926,3.5,3,3.4,2.9,7.1,4.9,"62,845",80.9
Elbert County,CO,8,423940,460296,504161,531865,543857,628636,713789,728720,739936,750418,756327,765576,770482,9853,10174,26206,27128,2.5,2.2,2.6,2.1,4.4,3.8,"107,139",137.9
Logan County,CO,8,149032,160041,171506,178932,182226,210220,227428,230326,230954,231669,232916,236518,240177,8674,8685,21495,21487,2.8,2.2,2.6,2.3,4.4,4.4,"55,717",71.7
Otero County,CO,8,81124,86089,92339,97033,96769,113176,123766,125394,125644,126077,126973,129450,131981,8717,8721,18667,18594,4.5,3.9,4.7,3.9,5.8,6.1,"46,235",59.5
Chaffee County,CO,8,322077,350393,376815,397708,411508,477009,521205,528319,530199,531870,535252,544854,554972,10963,11271,19571,20074,2.5,2.2,2.5,2.3,6,4,"64,220",82.7
Pitkin County,CO,8,1206978,1253967,1319632,1344443,1365724,1576989,1700343,1722533,1726920,1731332,1742576,1775608,1810115,13259,13332,17342,17348,3.2,2.9,3.5,3,9.9,5.5,"93,634",120.5
Park County,CO,8,287152,306711,332244,351712,360379,422406,463260,469588,471022,472440,488595,503567,517406,14155,14357,17421,17720,2.7,2.2,2.6,2.3,5.5,4.1,"77,598",99.9
Las Animas County,CO,8,129070,132136,138712,143083,144521,167720,186998,189371,189697,190048,191209,194683,198373,8092,8131,14564,14633,4.8,3.7,4.3,3.7,7,6.5,"46,281",59.6
Alamosa County,CO,8,166334,176991,186864,190612,192901,217722,235714,238638,239221,239887,241102,244630,248329,7078,7139,16362,16547,3.9,3.2,3.7,3.3,6.1,5.5,"50,390",64.9
Gunnison County,CO,8,340246,361258,386972,405237,418370,489553,531972,538178,538674,540269,543769,553533,563512,12178,12386,16945,17281,2.2,1.9,2.3,2,6.3,3.7,"68,214",87.8
Grand County,CO,8,443710,0,483624,517367,530571,565171,652586,664998,676475,690684,702468,713608,720331,16688,16870,15733,15860,2.6,2.1,2.5,2,8,4.2,"74,484",95.9
Moffat County,CO,8,204512,209949,204507,204096,203485,233731,251721,254099,254350,254500,255437,259311,263752,6097,6110,13267,13185,3.8,3.1,3.4,3.2,5.8,4.8,"63,128",81.3
Prowers County,CO,8,77969,82542,88075,92027,92884,106991,115340,116678,116746,117000,117961,120453,122946,5439,5454,11986,11996,3.1,2.4,3.1,2.5,4.2,4.5,"47,463",61.1
Archuleta County,CO,8,287713,295937,319078,336160,344462,402039,440036,446297,448160,451110,455636,465427,474072,9537,9693,13424,13790,3.1,2.8,3.2,3,7.2,4.9,"63,961",82.3
Rio Grande County,CO,8,164590,175657,186829,194486,195710,219404,237744,241041,241781,242873,244376,248917,253239,6532,6566,11538,11408,4.7,4,4.5,3.9,6.8,6.5,"51,416",66.2
Yuma County,CO,8,143483,154086,164558,173397,177244,201023,214595,217516,218486,219145,220447,223629,226951,4317,4320,9979,9941,2,1.5,1.8,1.5,2.7,2.7,"82,124",105.7
Clear Creek County,CO,8,315637,342432,369119,392254,403045,471456,510221,517114,518207,519241,522100,531587,541717,5688,5773,9404,9446,3,2.4,2.8,2.3,8.2,5.5,"79,422",102.2
Kit Carson County,CO,8,126486,136943,146699,156890,165701,190991,208034,209963,207226,205529,204047,207435,210614,3411,3425,7064,6950,2,1.6,1.9,1.6,2.7,3,"54,642",70.3
Conejos County,CO,8,113319,120384,127033,132777,135365,152758,162340,164368,165192,166370,167555,169890,172321,4006,4063,7464,7612,4.6,3.9,3.9,3.4,5.4,4.8,"39,822",51.3
San Miguel County,CO,8,702441,739863,780683,816854,818383,955837,1038948,1052409,1055380,1059913,1067283,1086624,1107198,6563,6603,8055,8074,3.1,2.6,3.2,2.7,10.3,5,"77,099",99.2
Lake County,CO,8,216307,232114,249644,265008,272424,322426,355978,361450,363584,365322,368602,375833,383342,4313,4360,7409,7407,2.7,2,2.4,2.2,7.7,4.4,"61,518",79.2
Huerfano County,CO,8,133220,140691,150901,158035,158657,186340,209153,212109,212934,213935,215076,218316,221216,4689,4734,6810,6920,6,5.3,6.1,5.4,9,8.2,"49,502",63.7
Rio Blanco County,CO,8,223693,236707,243619,241250,236610,266759,287424,289632,289584,289469,290433,294629,299431,3276,3281,6518,6476,4.8,3.6,3.9,3.5,5.2,5.5,"64,039",82.4
Bent County,CO,8,55513,58848,64191,67481,70072,84836,94774,96098,96181,96510,96516,97820,98842,2137,2143,5635,5759,2.9,2.6,3,2.6,4.1,6.1,"50,688",65.2
Saguache County,CO,8,143807,149894,159843,167697,175961,205943,226245,229589,230404,231778,233981,238587,242671,3758,3814,6383,6471,4.7,4.1,4.3,3.8,6.7,5.9,"56,012",72.1
Crowley County,CO,8,54585,58702,65774,70627,72844,89070,95494,96898,96479,96236,96430,98523,100432,1510,1524,5893,6012,3.4,2.9,4.1,4,5.3,5.2,"36,836",47.4
Lincoln County,CO,8,113921,122618,127667,139829,145958,172120,185999,188644,190193,191449,193464,196689,199511,2362,2375,5669,5688,2.5,1.9,2.2,2.2,4.2,4.2,"50,169",64.6
